bridge	relatedto	cars
bridge	relatedto	connection
bridge	relatedto	creek
bridge	relatedto	england
bridge	relatedto	game
bridge	relatedto	gate
bridge	relatedto	highway
bridge	relatedto	london
bridge	relatedto	river
bridge	relatedto	road
bridge	relatedto	roadway
bridge	relatedto	sky
bridge	relatedto	village
bridge	relatedto	water
briefcase	atlocation	airport
briefcase	atlocation	desk
briefcase	isa	box
briefcase	relatedto	case
bubblegum	atlocation	pocket
bubblegum	atlocation	street
bubblegum	atlocation	supermarket
bubblegum	atlocation	theater
bubblegum	relatedto	sweetness
building	atlocation	australia
building	atlocation	japan
building	atlocation	office
building	atlocation	rooms
building	atlocation	town
building	hassubevent	work
building	relatedto	city
building	relatedto	floor
building	relatedto	house
building	relatedto	human
building	relatedto	office
building	relatedto	rooms
building	relatedto	sky
building	relatedto	skyscraper
buildings	atlocation	city
buildings	atlocation	town
buildings	atlocation	university
buildings	hasproperty	underground
buildings	relatedto	building
bungalow	atlocation	beach
bungalow	atlocation	bed
bungalow	atlocation	neighborhood
bungalow	atlocation	suburb
bungalow	atlocation	suburbs
bungalow	atlocation	woods
bungalow	isa	building
bungalow	relatedto	cottage
bungalow	relatedto	house
bungalow	relatedto	house
bungalow	relatedto	india
bungalow	relatedto	tile
bungalow	usedfor	living
bungalow	usedfor	sleeping
burger	isa	food
burger	relatedto	grape
burrow	relatedto	hole
burrow	relatedto	hole
burrow	relatedto	home
bus	atlocation	city
bus	atlocation	computer
bus	atlocation	garage
bus	atlocation	michigan
bus	atlocation	school
